,trade_date,index_name,symbol,circulated_cap,weight,price,create_time
55,20180901,UB7,ADA,2792210676.1758,6.31172408649828,0.105445,2018-09-08 23:11:09
54,20180901,UB7,XLM,4226582558.89308,7.76548512810166,0.225959,2018-09-08 23:11:09
53,20180901,UB7,EOS,5054431104.792,8.49200135168685,6.62,2018-09-08 23:11:09
52,20180901,UB7,BCH,10064082959.2047,11.9828746983998,552.78,2018-09-08 23:11:09
51,20180901,UB7,XRP,13566858020.1884,13.9127683478327,0.338932,2018-09-08 23:11:09
50,20180901,UB7,ETH,32504824721.866,21.5351463874807,287.97,2018-09-08 23:11:09
49,20180901,UB7,BTC,115107241931.955,30.0,7065.42,2018-09-08 23:11:09
48,20181001,UB7,ADA,2119782595.18024,5.84527016488429,0.084907,2018-10-11 16:51:48
47,20181001,UB7,XLM,4215383915.09104,8.24285186022062,0.259686,2018-10-11 16:51:48
46,20181001,UB7,EOS,5020597953.72,8.99573493454582,5.73,2018-10-11 16:51:48
45,20181001,UB7,BCH,8657005043.66067,11.8125256095763,535.89,2018-10-11 16:51:48
44,20181001,UB7,XRP,15401487550.8438,15.7557928536986,0.582903,2018-10-11 16:51:48
43,20181001,UB7,ETH,23224502871.7053,19.3478245770744,231.87,2018-10-11 16:51:48
42,20181001,UB7,BTC,114203223107.197,30.0,6641.7,2018-10-11 16:51:48
41,20181101,UB7,ADA,1988344446.85217,5.6285627438445,0.070109,2018-11-03 11:01:04
40,20181101,UB7,XLM,4440047955.7756,8.4109593059838,0.225115,2018-11-03 11:01:04
39,20181101,UB7,EOS,4945077527.22,8.8764283884339,5.42,2018-11-03 11:01:04
38,20181101,UB7,BCH,8088868060.892,11.3526063014163,423.36,2018-11-03 11:01:04
37,20181101,UB7,XRP,18597661272.576,17.2139631160007,0.450224,2018-11-03 11:01:04
36,20181101,UB7,ETH,21520897180.2617,18.5174801443208,199.95,2018-11-03 11:01:04
35,20181101,UB7,BTC,112347806313.394,30.0,6429.84,2018-11-03 11:01:04
34,20181201,UB7,ADA,1540539147.41146,5.32364075171324,0.038332,2018-12-01 16:04:28
33,20181201,UB7,EOS,4045915704.39517,8.62741693309825,2.85,2018-12-01 16:04:28
32,20181201,UB7,XLM,4150043326.57433,8.73773133083623,0.15719,2018-12-01 16:04:28
31,20181201,UB7,BCH,6662315812.33276,11.0709522911974,168.12,2018-12-01 16:04:28
30,20181201,UB7,ETH,17409491821.3397,17.8963893088103,111.65,2018-12-01 16:04:28
29,20181201,UB7,XRP,18290987624.5849,18.3438693843445,0.357889,2018-12-01 16:04:28
28,20181201,UB7,BTC,93934966946.0179,30.0,3977.99,2018-12-01 16:04:28
27,20190101,UB7,ADA,937780412.888091,5.3826344570446,0.040953,2019-01-01 16:04:56
26,20190101,UB7,EOS,2126957291.946,8.10631905875989,2.57,2019-01-01 16:04:56
25,20190101,UB7,XLM,2328995890.36843,8.48259377661379,0.113339,2019-01-01 16:04:56
24,20190101,UB7,BCH,2401653953.73567,8.61389402093735,161.84,2019-01-01 16:04:56
23,20190101,UB7,ETH,11290236617.721,18.676514543753,134.75,2019-01-01 16:04:56
22,20190101,UB7,XRP,13920247988.0547,20.7380441428914,0.353876,2019-01-01 16:04:56
21,20190101,UB7,BTC,64835770109.8593,30.0,3742.32,2019-01-01 16:04:56
20,20190201,UB7,ADA,1113148957.41791,5.78804165531176,,2019-02-01 16:05:58
19,20190201,UB7,XLM,1996231316.00785,7.75104821148684,,2019-02-01 16:05:58
18,20190201,UB7,EOS,2241597299.373,8.21360481107242,,2019-02-01 16:05:58
17,20190201,UB7,BCH,2340453949.3375,8.39276487116512,,2019-02-01 16:05:58
16,20190201,UB7,ETH,13003508963.853,19.7826873214231,,2019-02-01 16:05:58
15,20190201,UB7,XRP,13386434856.1347,20.0718531295407,,2019-02-01 16:05:58
14,20190201,UB7,BTC,64027410721.3985,30.0,,2019-02-01 16:05:58
13,20190301,UB7,ADA,1076446596.36432,5.74712271512101,,2019-03-01 16:06:41
12,20190301,UB7,XLM,1590136957.40282,6.98508172574856,,2019-03-01 16:06:41
11,20190301,UB7,BCH,2208262169.5475,8.23151060936915,,2019-03-01 16:06:41
10,20190301,UB7,EOS,2784438125.055,9.24321408152038,,2019-03-01 16:06:41
9,20190301,UB7,XRP,12508119576.9699,19.5907128153027,,2019-03-01 16:06:41
8,20190301,UB7,ETH,13301348610.75,20.2023580529382,,2019-03-01 16:06:41
7,20190301,UB7,BTC,64823935768.0925,30.0,,2019-03-01 16:06:41
6,20190401,UB7,ADA,1424258247.63159,6.181142775631,0.070445,2019-04-01 16:08:13
5,20190401,UB7,XLM,2010833230.23207,7.34450330439192,0.109299,2019-04-01 16:08:13
4,20190401,UB7,BCH,2692762379.72667,8.49910939755488,168.84,2019-04-01 16:08:13
3,20190401,UB7,EOS,3434668997.22,9.59879792061623,4.21,2019-04-01 16:08:13
2,20190401,UB7,XRP,12975072065.8354,18.6564622243321,0.312328,2019-04-01 16:08:13
1,20190401,UB7,ETH,14496538910.1675,19.7199843774739,142.53,2019-04-01 16:08:13
0,20190401,UB7,BTC,70393124121.0346,30.0,4136.71,2019-04-01 16:08:13
